Doc Id	PMID		Sentence	Start Point	End Point	Length	Text	Notes	UMLS Code	UMLS Concept Name	Possible Alternative Codes		
2046	10737119	3	There are at least eight clinically distinct autosomal dominant and two X-linked recessive forms.					No annotation					
2047	10737119	4	In addition, pedigree analyses suggest the occurrence of an autosomal recessive variant.					No annotation					
2048	10737119	5	The clinical classification is increasingly being replaced by a genetic one.					No annotation					
2049	10737119	6	To date gene loci have been identified in at least six autosomal dominant forms, i.e., in idiopathic torsion dystonia (9q34), focal dystonia (18p), adult-onset idiopathic torsion dystonia of mixed type (8p21-q22), dopa-responsive dystonia (14q22.1-q22.2), and paroxysmal dystonic choreoathetosis 2q25-q33; 1p21-p13.3.	91	117	27	idiopathic torsion dystonia	textual	C0013423	Dystonia Musculorum Deformans			
2049	10737119	6	To date gene loci have been identified in at least six autosomal dominant forms, i.e., in idiopathic torsion dystonia (9q34), focal dystonia (18p), adult-onset idiopathic torsion dystonia of mixed type (8p21-q22), dopa-responsive dystonia (14q22.1-q22.2), and paroxysmal dystonic choreoathetosis 2q25-q33; 1p21-p13.3.	127	140	14	focal dystonia	textual	C0743332	Focal Dystonia			
2049	10737119	6	To date gene loci have been identified in at least six autosomal dominant forms, i.e., in idiopathic torsion dystonia (9q34), focal dystonia (18p), adult-onset idiopathic torsion dystonia of mixed type (8p21-q22), dopa-responsive dystonia (14q22.1-q22.2), and paroxysmal dystonic choreoathetosis 2q25-q33; 1p21-p13.3.	149	187	39	adult-onset idiopathic torsion dystonia	textual	C0752199	Adult-Onset Idiopathic Torsion Dystonias			
2049	10737119	6	To date gene loci have been identified in at least six autosomal dominant forms, i.e., in idiopathic torsion dystonia (9q34), focal dystonia (18p), adult-onset idiopathic torsion dystonia of mixed type (8p21-q22), dopa-responsive dystonia (14q22.1-q22.2), and paroxysmal dystonic choreoathetosis 2q25-q33; 1p21-p13.3.	215	238	24	dopa-responsive dystonia	textual	C1851920	DYSTONIA, DOPA-RESPONSIVE			
2049	10737119	6	To date gene loci have been identified in at least six autosomal dominant forms, i.e., in idiopathic torsion dystonia (9q34), focal dystonia (18p), adult-onset idiopathic torsion dystonia of mixed type (8p21-q22), dopa-responsive dystonia (14q22.1-q22.2), and paroxysmal dystonic choreoathetosis 2q25-q33; 1p21-p13.3.	261	295	35	paroxysmal dystonic choreoathetosis	textual	C0270740	Paroxysmal choreoathetosis			
2050	10737119	7	Gene loci in the X-linked recessive forms have been assigned to Xq13.1 in the X-linked dystonia parkinsonism syndrome and to Xq22 in X-linked sensorineural deafness, dystonia, and mental retardation.	79	108	30	X-linked dystonia parkinsonism	textual	C1839130	DYSTONIA 3, TORSION, X-LINKED			
2050	10737119	7	Gene loci in the X-linked recessive forms have been assigned to Xq13.1 in the X-linked dystonia parkinsonism syndrome and to Xq22 in X-linked sensorineural deafness, dystonia, and mental retardation.	88	95	8	dystonia	textual - yields annotated code and 1 other	C0013421	Dystonia			
2050	10737119	7	Gene loci in the X-linked recessive forms have been assigned to Xq13.1 in the X-linked dystonia parkinsonism syndrome and to Xq22 in X-linked sensorineural deafness, dystonia, and mental retardation.	143	164	22	sensorineural deafness	textual	C0018784	Sensorineural Hearing Loss			
2050	10737119	7	Gene loci in the X-linked recessive forms have been assigned to Xq13.1 in the X-linked dystonia parkinsonism syndrome and to Xq22 in X-linked sensorineural deafness, dystonia, and mental retardation.	181	198	18	mental retardation	textual	C0025362	Mental Retardation			
2051	10737119	8	The disease genes have been identified in two autosomal dominant forms and in one X-linked recessive form.					No annotation					
2052	10737980	1	X-linked Adrenoleukodystrophy (X-ALD) is the most frequent peroxisomal disease.	1	29	29	X-linked Adrenoleukodystrophy	textual	C0162309	Adrenoleukodystrophy			
2052	10737980	1	X-linked Adrenoleukodystrophy (X-ALD) is the most frequent peroxisomal disease.	32	36	5	X-ALD	textual - does not yield annotated code	C0162309	Adrenoleukodystrophy			
2052	10737980	1	X-linked Adrenoleukodystrophy (X-ALD) is the most frequent peroxisomal disease.	60	78	19	peroxisomal disease	Could not find suitable UMLS code					
2053	10737980	10	The method is based on SSCP analysis of nested PCR fragments followed by sequence-determination reactions.					No annotation					
2054	10737980	11	Using this methodology we have found X-ALD mutations in 30 kindreds, including 15 not previously reported..	38	42	5	X-ALD	intuitive - abstract defines X-ALD as "X-linked Adrenoleukodystrophy" a query of X-ALD does not yield annotated code	C0162309	Adrenoleukodystrophy			
2055	10737980	2	It mainly involves the nervous system white matter, adrenal cortex and testes.					No annotation					
2056	10737980	3	Several distinct clinical phenotypes are known.					No annotation					
2057	10737980	4	The principal biochemical abnormality is the accumulation of saturated very-long-chain fatty acids (VLCFAs : > C22:0, mainly C26:0), which is due to impaired capacity for beta-oxidation in peroxisomes.					No annotation					
2058	10737980	5	Diagnosis is usually based on the VLCFA levels in plasma or cultured skin fibroblasts in both patients and carriers.					No annotation					
2059	10737980	6	In 0.1% of affected males, however, the plasma C26:0 level is borderline normal, and 15% of obligate female carriers have normal results.					No annotation					
2060	10737980	7	Effective mutation detection in these families is therefore fundamental to unambiguously determine the genetic status of each individual at risk.					No annotation					
2061	10737980	8	Of particular concern are female members of kindreds segregating X-ALD mutations, because normal VLCFA levels do not guarantee lack of carrier status.	66	70	5	X-ALD	intuitive - abstract defines X-ALD as "X-linked Adrenoleukodystrophy" a query of X-ALD does not yield annotated code	C0162309	Adrenoleukodystrophy			
2062	10737980	9	We describe a fast method for detection of X-ALD mutations.	44	48	5	X-ALD	intuitive - abstract defines X-ALD as "X-linked Adrenoleukodystrophy" a query of X-ALD does not yield annotated code	C0162309	Adrenoleukodystrophy			
2063	10737981	2	We report five new beta-galactosidase gene mutations in nine Italian patients and one fetus, segregating in seven unrelated families.					No annotation					
2064	10737981	3	Six of the eight patients with the infantile, severe form of the disease presented cardiac involvement, a feature rarely associated with GM1-gangliosidosis.	138	155	18	GM1-gangliosidosis	textual	C0085131	Gangliosidosis GM1			
2065	10737981	4	Molecular analysis of the patients' RNA and DNA identified two new RNA splicing defects, three new and three previously described amino acid substitutions.					No annotation					
2066	10737981	5	Interestingly, all patients with cardiac involvement were homozygous for one of these mutations: R59H, Y591C, Y591N, or IVS14-2A>G.					No annotation					
2067	10737981	6	In contrast, all other patients were compound heterozygous for one of the following mutations: R201H, R482H, G579D, IVS8+2T>C.					No annotation					
2068	10737981	7	Although we could not directly correlate the presence of cardiac abnormalities with specific genetic lesions, the mutations identified in patients with cardiomyopathy fell in the GLB1 cDNA region common to the lysosomal enzyme and the Hbeta-Gal-related protein, also known as the elastin binding protein EBP.	58	78	21	cardiac abnormalities	textual	C0018798	Congenital Heart Defects			
2068	10737981	7	Although we could not directly correlate the presence of cardiac abnormalities with specific genetic lesions, the mutations identified in patients with cardiomyopathy fell in the GLB1 cDNA region common to the lysosomal enzyme and the Hbeta-Gal-related protein, also known as the elastin binding protein EBP.	153	166	14	cardiomyopathy	textual	C0878544	Cardiomyopathies			
2069	10737981	8	Consequently, both molecules are affected by the mutations, and they may contribute differently to the occurrence of specific clinical manifestations..					No annotation					
2070	10742101	1	The HMGI family of proteins consists of three members, HMGIC, HMGI and HMGI(Y), that function as architectural factors and are essential components of the enhancesome.					No annotation					
2071	10742101	2	HMGIC is predominantly expressed in proliferating, undifferentiated mesenchymal cells and is not detected in adult tissues.					No annotation					
2072	10742101	3	It is disrupted and misexpressed in a number of mesenchymal tumour cell types, including fat-cell tumours lipomas.	49	66	18	mesenchymal tumour	textual	C1334699	Mesenchymal Cell Neoplasm			
2072	10742101	3	It is disrupted and misexpressed in a number of mesenchymal tumour cell types, including fat-cell tumours lipomas.	99	105	7	tumours	textual - yields annotated code, however, also yields 1 other	C0027651	Neoplasms			
2072	10742101	3	It is disrupted and misexpressed in a number of mesenchymal tumour cell types, including fat-cell tumours lipomas.	107	113	7	lipomas	textual	C0023798	Lipoma			
2073	10742101	4	In addition Hmgic-/- mice have a deficiency in fat tissue.	34	57	24	deficiency in fat tissue	Could not find suitable UMLS code					
2074	10742101	5	To study its role in adipogenesis and obesity, we examined Hmgic expression in the adipose tissue of adult, obese mice.	39	45	7	obesity	textual	C0028754	Obesity			
2074	10742101	5	To study its role in adipogenesis and obesity, we examined Hmgic expression in the adipose tissue of adult, obese mice.	109	113	5	obese	textual	C0028754	Obesity			
2075	10742101	6	Mice with a partial or complete deficiency of Hmgic resisted diet-induced obesity.	33	51	19	deficiency of Hmgic	*					
2075	10742101	6	Mice with a partial or complete deficiency of Hmgic resisted diet-induced obesity.	75	81	7	obesity	textual	C0028754	Obesity			
2076	10742101	7	Disruption of Hmgic caused a reduction in the obesity induced by leptin deficiency (Lepob/Lepob) in a gene-dose-dependent manner.	47	53	7	obesity	textual	C0028754	Obesity			
2076	10742101	7	Disruption of Hmgic caused a reduction in the obesity induced by leptin deficiency (Lepob/Lepob) in a gene-dose-dependent manner.	66	82	17	leptin deficiency	*					
2077	10742101	8	Our studies implicate a role for HMGIC in fat-cell proliferation, indicating that it may be an adipose-specific target for the treatment of obesity..	141	147	7	obesity	textual	C0028754	Obesity			
2078	10746568	1	Factor X deficiency is a rare haemorrhagic condition, normally inherited as an autosomal recessive trait, in which a variable clinical presentation correlates poorly with laboratory phenotype.	1	19	19	Factor X deficiency	textual - yields annotated code, however, also yields 1 other	C0015519	Factor X Deficiency			
2078	10746568	1	Factor X deficiency is a rare haemorrhagic condition, normally inherited as an autosomal recessive trait, in which a variable clinical presentation correlates poorly with laboratory phenotype.	31	52	22	haemorrhagic condition	textual	C0019087	Hemorrhagic Disorders			
2079	10746568	2	The factor X (F10) genes of 14 unrelated individuals with factor X deficiency (12 familial and two sporadic cases) were sequenced yielding a total of 13 novel mutations.	59	77	19	factor X deficiency	textual - yields annotated code, however, also yields 1 other	C0015519	Factor X Deficiency			
2080	10746568	3	Family studies were performed in order to distinguish the contributions of individual mutant F10 alleles to the clinical and laboratory phenotypes.					No annotation					
2081	10746568	4	Missense mutations were studied by means of molecular modelling, whereas single basepair substitutions in splice sites and the 5' flanking region were examined by in vitro splicing assay and luciferase reporter gene assay respectively.					No annotation					
2082	10746568	5	The deletion allele of a novel hexanucleotide insertion/deletion polymorphism in the F10 gene promoter region was shown by reporter gene assay, to reduce promoter activity by approximately 20%.					No annotation					
2083	10746568	6	One family manifesting an autosomal dominant pattern of inheritance possessed three clinically affected members who were heterozygous for a splice-site mutation that was predicted to lead to the production of a truncated protein product.					No annotation					
2084	10746568	7	A model which accounts for the dominant negative effect of this lesion is presented.					No annotation					
2085	10746568	8	Variation in the antigen level of heterozygous relatives of probands was found to be significantly higher between families than within families, consistent with the view that the nature of the F10 lesion(s) segregating in a given family is a prime determinant of the laboratory phenotype.					No annotation					
2086	10746568	9	By contrast, no such relationship could be discerned between laboratory phenotype and polymorphism genotype..					No annotation					
2087	10747931	1	Chromosomal translocations in human lipomas frequently create fusion transcripts encoding high mobility group (HMG) I-C DNA-binding domains and C-terminal sequences from different presumed transcription factors, suggesting a potential role for HMG I-C in the development of lipomas.	37	43	7	lipomas	textual	C0023798	Lipoma			
2087	10747931	1	Chromosomal translocations in human lipomas frequently create fusion transcripts encoding high mobility group (HMG) I-C DNA-binding domains and C-terminal sequences from different presumed transcription factors, suggesting a potential role for HMG I-C in the development of lipomas.	275	281	7	lipomas	textual	C0023798	Lipoma			
2088	10747931	2	To evaluate the role of the HMG I-C component, the three DNA-binding domains of HMG I-C have now been expressed in transgenic mice.					No annotation					
2089	10747931	3	Despite the ubiquitous expression of the truncated HMG I-C protein, the transgenic mice develop a selective abundance of fat tissue early in life, show marked adipose tissue inflammation, and have an abnormally high incidence of lipomas.	175	186	12	inflammation	textual	C0021368	Inflammation			
2090	10747931	4	These findings demonstrate that the DNA-binding domains of HMG I-C, in the absence of a C-terminal fusion partner, are sufficient to perturb adipogenesis and predispose to lipomas.	173	179	7	lipomas	textual	C0023798	Lipoma			
2091	10747931	5	We provide data supporting the central utility of this animal model as a tool to understand the molecular mechanisms underlying the development of one of the most common kind of human benign tumors..	185	197	13	benign tumors	textual	C0086692	Benign Neoplasm			
2092	10766245	2	The ATM gene encodes a protein kinase that is activated by ionizing radiation or radiomimetic drugs, whereas p95/nbs1 is part of a protein complex that is involved in responses to DNA double-strand breaks.					No annotation					
2093	10766245	3	Here, because of the similarities between AT and NBS, we evaluated the functional interactions between ATM and p95/nbs1.	43	44	2	AT	intuitive - abstract defines AT as Ataxia Telangiectasia, a query of AT yields annotated code and 7 others	C0004135	Ataxia Telangiectasia			
2093	10766245	3	Here, because of the similarities between AT and NBS, we evaluated the functional interactions between ATM and p95/nbs1.	50	52	3	NBS	intuitive - abstract defines NBS as Nijmegen Breakage Syndrome, a query of NBS yields annotated code and 5 others	C0398791	Nijmegen Breakage Syndrome			
2094	10766245	4	Activation of the ATM kinase by ionizing radiation and induction of ATM-dependent responses in NBS cells indicated that p95/nbs1 may not be required for signalling to ATM after ionizing radiation.	96	98	3	NBS	intuitive - abstract defines NBS as Nijmegen Breakage Syndrome, a query of NBS yields annotated code and 5 others	C0398791	Nijmegen Breakage Syndrome			
2095	10766245	5	However, p95/nbs1 was phosphorylated on serine 343 in an ATM-dependent manner in vitro and in vivo after ionizing radiation.					No annotation					
2096	10766245	6	A p95/nbs1 construct mutated at the ATM phosphorylation site abrogated an S-phase checkpoint induced by ionizing radiation in normal cells and failed to compensate for this functional deficiency in NBS cells.	199	201	3	NBS	intuitive - abstract defines NBS as Nijmegen Breakage Syndrome, a query of NBS yields annotated code and 5 others	C0398791	Nijmegen Breakage Syndrome			
2097	10766245	7	These observations link ATM and p95/nbs1 in a common signalling pathway and provide an explanation for phenotypic similarities in these two diseases..					No annotation					
2098	10767313	1	Fragile X syndrome, a common form of inherited mental retardation, is mainly caused by massive expansion of CGG triplet repeats located in the 5'-untranslated region of the fragile X mental retardation-1 ( FMR1 ) gene.	1	18	18	Fragile X syndrome	textual	C0016667	Fragile X Syndrome			
2098	10767313	1	Fragile X syndrome, a common form of inherited mental retardation, is mainly caused by massive expansion of CGG triplet repeats located in the 5'-untranslated region of the fragile X mental retardation-1 ( FMR1 ) gene.	48	65	18	mental retardation	textual	C0025362	Mental Retardation			
2099	10767313	2	In patients with fragile X syndrome, the expanded CGG triplet repeats are hypermethylated and the expression of the FMR1 gene is repressed, which leads to the absence of FMR1 protein (FMRP) and subsequent mental retardation.	18	35	18	fragile X syndrome	textual	C0016667	Fragile X Syndrome			
2099	10767313	2	In patients with fragile X syndrome, the expanded CGG triplet repeats are hypermethylated and the expression of the FMR1 gene is repressed, which leads to the absence of FMR1 protein (FMRP) and subsequent mental retardation.	206	223	18	mental retardation	textual	C0025362	Mental Retardation			
2100	10767313	3	FMRP is an RNA-binding protein that shuttles between the nucleus and cytoplasm.					No annotation					
2101	10767313	4	This protein has been implicated in protein translation as it is found associated with polyribosomes and the rough endoplasmic reticulum.					No annotation					
2102	10767313	5	We discuss here the recent progress made towards understanding the molecular mechanism of CGG repeat expansion and physiological function(s) of FMRP.					No annotation					
2103	10767313	6	These studies will not only help to illuminate the molecular basis of the general class of human diseases with trinucleotide repeat expansion but also provide an avenue to understand aspects of human cognition and intelligence..					No annotation					
2104	10767326	1	Anterior segment developmental disorders, including Axenfeld-Rieger anomaly (ARA), variably associate with harmfully elevated intraocular pressure (IOP), which causes glaucoma.	78	80	3	ARA	Does not yield code that is suitable					
2104	10767326	1	Anterior segment developmental disorders, including Axenfeld-Rieger anomaly (ARA), variably associate with harmfully elevated intraocular pressure (IOP), which causes glaucoma.	1	40	40	Anterior segment developmental disorders	Could not find suitable UMLS code					
2104	10767326	1	Anterior segment developmental disorders, including Axenfeld-Rieger anomaly (ARA), variably associate with harmfully elevated intraocular pressure (IOP), which causes glaucoma.	53	75	23	Axenfeld-Rieger anomaly	Could not find suitable UMLS code					
2104	10767326	1	Anterior segment developmental disorders, including Axenfeld-Rieger anomaly (ARA), variably associate with harmfully elevated intraocular pressure (IOP), which causes glaucoma.	118	146	29	elevated intraocular pressure	textual	C0234708	Raised intraocular pressure			
2104	10767326	1	Anterior segment developmental disorders, including Axenfeld-Rieger anomaly (ARA), variably associate with harmfully elevated intraocular pressure (IOP), which causes glaucoma.	168	175	8	glaucoma	textual	C0017601	Glaucoma			
2105	10767326	10	Despite the abnormalities in ocular drainage structures in Foxc1 (+/-)mice, IOP was normal in almost all mice analyzed, on all genetic backgrounds and at all ages.	13	55	43	abnormalities in ocular drainage structures	*Could not find suitable UMLS code					
2106	10767326	11	Similar abnormalities were found in Foxc2 (+/-)mice, but no disease-associated mutations were identified in the human homolog FKHL14 in 32 ARA patients.					*					
2107	10767326	12	Foxc1 (+/-)and Foxc2 (+/-)mice are useful models for studying anterior segment development and its anomalies, and may allow identification of genes that interact with Foxc1 and Foxc2 (or FKHL7 and FKHL14 ) to produce a phenotype with elevated IOP and glaucoma..	252	259	8	glaucoma	textual	C0017601	Glaucoma			
2108	10767326	2	Clinically observed dysgenesis does not correlate with IOP, however, and the etiology of glaucoma development is not understood.	90	97	8	glaucoma	textual	C0017601	Glaucoma			
2109	10767326	3	The forkhead transcription factor genes Foxc1 (formerly Mf1 ) and Foxc2 (formerly Mfh1 ) are expressed in the mesenchyme from which the ocular drainage structures derive.					No annotation					
2110	10767326	4	Mutations in the human homolog of Foxc1, FKHL7, cause dominant anterior segment defects and glaucoma in various families.	64	87	24	anterior segment defects	Could not find suitable UMLS code					
2110	10767326	4	Mutations in the human homolog of Foxc1, FKHL7, cause dominant anterior segment defects and glaucoma in various families.	93	100	8	glaucoma	textual	C0017601	Glaucoma			
2111	10767326	5	We show that Foxc1 (+/-)mice have anterior segment abnormalities similar to those reported in human patients.	35	64	30	anterior segment abnormalities	Could not find suitable UMLS code					
2112	10767326	6	These abnormalities include small or absent Schlemm's canal, aberrantly developed trabecular meshwork, iris hypoplasia, severely eccentric pupils and displaced Schwalbe's line.	38	59	22	absent Schlemm's canal	Could not find suitable UMLS code					
2112	10767326	6	These abnormalities include small or absent Schlemm's canal, aberrantly developed trabecular meshwork, iris hypoplasia, severely eccentric pupils and displaced Schwalbe's line.	62	101	40	aberrantly developed trabecular meshwork	Could not find suitable UMLS code					
2112	10767326	6	These abnormalities include small or absent Schlemm's canal, aberrantly developed trabecular meshwork, iris hypoplasia, severely eccentric pupils and displaced Schwalbe's line.	104	118	15	iris hypoplasia	textual	C0344539	Hypoplasia of iris			
2112	10767326	6	These abnormalities include small or absent Schlemm's canal, aberrantly developed trabecular meshwork, iris hypoplasia, severely eccentric pupils and displaced Schwalbe's line.	130	145	16	eccentric pupils	Could not find suitable UMLS code					
2112	10767326	6	These abnormalities include small or absent Schlemm's canal, aberrantly developed trabecular meshwork, iris hypoplasia, severely eccentric pupils and displaced Schwalbe's line.	151	175	25	displaced Schwalbe's line	Could not find suitable UMLS code					
2113	10767326	7	The penetrance of clinically obvious abnormalities varies with genetic background.					No annotation					
2114	10767326	8	In some affected eyes, collagen bundles were half normal diameter, or collagen and elastic tissue were very sparse.	24	65	42	collagen bundles were half normal diameter	*					
2114	10767326	8	In some affected eyes, collagen bundles were half normal diameter, or collagen and elastic tissue were very sparse.	71	114	44	collagen and elastic tissue were very sparse	*					
2114	10767326	8	In some affected eyes, collagen bundles were half normal diameter, or collagen and elastic tissue were very sparse.	84	114	31	elastic tissue were very sparse	*					
2115	10767326	9	Thus, abnormalities in extracellular matrix synthesis or organization may contribute to development of the ocular phenotypes.	7	43	37	abnormalities in extracellular matrix	*					
2116	10767339	1	Fragile X syndrome is a common cause of mental retardation involving loss of expression of the FMR1 gene.	1	18	18	Fragile X syndrome	textual	C0016667	Fragile X Syndrome			
2116	10767339	1	Fragile X syndrome is a common cause of mental retardation involving loss of expression of the FMR1 gene.	41	58	18	mental retardation	textual	C0025362	Mental Retardation			
2117	10767339	10	FMR1 YAC transgenic mice overexpressing the human protein did produce opposing behavioral responses and additional abnormal behaviors were also observed.	116	133	18	abnormal behaviors	textual	C0233514	Abnormal behavior			
2118	10767339	11	These findings have significant implications for gene therapy for fragile X syndrome since overexpression of the gene may harbor its own phenotype..	67	84	18	fragile X syndrome	textual	C0016667	Fragile X Syndrome			
2119	10767339	2	The role of FMR1 remains undetermined but the protein appears to be involved in RNA metabolism.					No annotation					
2120	10767339	3	Fmr1 knockout mice exhibit a phenotype with some similarities to humans, such as macroorchidism and behavioral abnormalities.	82	95	14	macroorchidism	textual	C1263023	Macroorchidism			
2120	10767339	3	Fmr1 knockout mice exhibit a phenotype with some similarities to humans, such as macroorchidism and behavioral abnormalities.	101	124	24	behavioral abnormalities	textual - does not yield annotated code	C0233514	Abnormal behavior			
2121	10767339	4	As a step toward understanding the function of FMR1 and the determination of the potential for therapeutic approaches to fragile X syndrome, yeast artificial chromosome (YAC) transgenic mice were generated in order to determine whether the Fmr1 knockout mouse phenotype could be rescued.	122	139	18	fragile X syndrome	textual	C0016667	Fragile X Syndrome			
2122	10767339	5	Several transgenic lines were generated that carried the entire FMR1 locus with extensive amounts of flanking sequence.					No annotation					
2123	10767339	6	We observed that the YAC transgene supported production of the human protein (FMRP) which was present at levels 10 to 15 times that of endogenous protein and was expressed in a cell- and tissue-specific manner.					No annotation					
2124	10767339	7	Macro-orchidism was absent in knockout mice carrying the YAC transgene indicating functional rescue by the human protein.	1	15	15	Macro-orchidism	textual - does not yield annotated code, must remove hyphen	C1263023	Macroorchidism			
2125	10767339	8	Given the complex behavioral phenotype in fragile X patients and the mild phenotype previously reported for the Fmr1 knockout mouse, we performed a more thorough evaluation of the Fmr1 knockout phenotype using additional behavioral assays that had not previously been reported for this animal model.	43	51	9	fragile X	intuitive - text is referring to patients with "fragile X syndrome" a query of fragile X does not yield annotated code	C0016667	Fragile X Syndrome			
2126	10767339	9	The mouse displayed reduced anxiety-related responses with increased exploratory behavior.					No annotation					
2127	10767343	2	A very high level of instability is observed through successive generations and the size of the repeat is generally correlated with the severity of the disease and with age at onset.					No annotation					
2128	10767343	3	Furthermore, tissues from DM patients exhibit somatic mosaicism that increases with age.	27	28	2	DM	Intuitve - abstract defines DM as "Myotonic dystrophy"	C0027126	Myotonic Dystrophy			
2128	10767343	3	Furthermore, tissues from DM patients exhibit somatic mosaicism that increases with age.	47	63	17	somatic mosaicism	textual	C1866227	Somatic mosaicism			
2129	10767343	4	We generated transgenic mice carrying large human genomic sequences with 20, 55 or >300 CTG, cloned from patients from the same affected DM family.	138	139	2	DM	Intuitve - abstract defines DM as "Myotonic dystrophy"	C0027126	Myotonic Dystrophy			
2130	10767343	5	Using large human flanking sequences and a large amplification, we demonstrate that the intergenerational CTG repeat instability is reproduced in mice, with a strong bias towards expansions and with the same sex- and size-dependent characteristics as in humans.					No annotation					
2131	10767343	6	Moreover, a high level of instability, increasing with age, can be observed in tissues and in sperm.					No annotation					
2132	10767343	7	Although we did not observe dramatic expansions (or 'big jumps' over several hundred CTG repeats) as in congenital forms of DM, our model carrying >300 CTG is the first to show instability so close to the human DM situation.	125	126	2	DM	Intuitve - abstract defines DM as "Myotonic dystrophy"	C0027126	Myotonic Dystrophy			
2132	10767343	7	Although we did not observe dramatic expansions (or 'big jumps' over several hundred CTG repeats) as in congenital forms of DM, our model carrying >300 CTG is the first to show instability so close to the human DM situation.	105	126	22	congenital forms of DM	intuitive - text is referring to the congenital form of myotonic dystrophy	C0410226	Myotonic Dystrophy, Congenital			
2133	10767343	8	Our three models carrying different sizes of CTG repeat provide insight on the different factors modulating the CTG repeat instability..					No annotation					
2134	10767347	1	Friedreich ataxia (FRDA), the most common autosomal recessive ataxia, is caused in almost all cases by homozygous intronic expansions resulting in the loss of frataxin, a mitochondrial protein conserved through evolution, and involved in mitochondrial iron homeostasis.	20	23	4	FRDA	textual -  yields alternative code	C0016719	Friedreich Ataxia	C1856689 FRIEDREICH ATAXIA 1		
2134	10767347	1	Friedreich ataxia (FRDA), the most common autosomal recessive ataxia, is caused in almost all cases by homozygous intronic expansions resulting in the loss of frataxin, a mitochondrial protein conserved through evolution, and involved in mitochondrial iron homeostasis.	1	17	17	Friedreich ataxia	textual - yields annotated code. Included is a possible alternative	C0016719	Friedreich Ataxia	C1856689 FRIEDREICH ATAXIA 1		
2134	10767347	1	Friedreich ataxia (FRDA), the most common autosomal recessive ataxia, is caused in almost all cases by homozygous intronic expansions resulting in the loss of frataxin, a mitochondrial protein conserved through evolution, and involved in mitochondrial iron homeostasis.	43	68	26	autosomal recessive ataxia	intuitive - implies an hereditary ataxia	C0004138	Ataxias, Hereditary			
2135	10767347	2	Yeast knockout models, and histological and biochemical data from patient heart biopsies or autopsies indicate that the frataxin defect causes a specific iron-sulfur protein deficiency and mitochondrial iron accumulation leading to the pathological changes.	155	184	30	iron-sulfur protein deficiency	*					
2135	10767347	2	Yeast knockout models, and histological and biochemical data from patient heart biopsies or autopsies indicate that the frataxin defect causes a specific iron-sulfur protein deficiency and mitochondrial iron accumulation leading to the pathological changes.	190	220	31	mitochondrial iron accumulation	*					
2136	10767347	3	Affected human tissues are rarely available to further examine this hypothesis.					No annotation					
2138	10767347	5	We show that homozygous deletions cause embryonic lethality a few days after implantation, demonstrating an important role for frataxin during early development.					No annotation					
2139	10767347	6	These results suggest that the milder phenotype in humans is due to residual frataxin expression associated with the expansion mutations.					No annotation					
2140	10767347	7	Surprisingly, in the frataxin knockout mouse, no iron accumulation was observed during embryonic resorption, suggesting that cell death could be due to a mechanism independent of iron accumulation..					No annotation					
2141	10777718	10	Coalescence analyses for the N370S and 84GG mutations estimated similar coalescence times, of 48 and 55.5 generations ago, respectively.					No annotation					
2142	10777718	11	The results of these studies are consistent with a significant bottleneck occurring in the AJ population during the first millennium, when the population became established in Europe..					No annotation					
2143	10777718	2	Type 1 disease is panethnic but is more prevalent in individuals of Ashkenazi Jewish (AJ) descent.	1	14	14	Type 1 disease	intuitive - text is referring to "Type 1 Gaucher disease"	C1961835	Gaucher Disease, Type 1			
2144	10777718	3	Of the causative GBA mutations, N370S is particularly frequent in the AJ population, (q approximately .03), whereas the 84GG insertion (q approximately .003) occurs exclusively in the Ashkenazim.					No annotation					
2145	10777718	4	To investigate the genetic history of these mutations in the AJ population, short tandem repeat (STR) markers were used to map a 9.3-cM region containing the GBA locus and to genotype 261 AJ N370S chromosomes, 60 European non-Jewish N370S chromosomes, and 62 AJ 84GG chromosomes.					No annotation					
2146	10777718	5	A highly conserved haplotype at four markers flanking GBA (PKLR, D1S1595, D1S2721, and D1S2777) was observed on both the AJ chromosomes and the non-Jewish N370S chromosomes, suggesting the occurrence of a founder common to both populations.					No annotation					
2147	10777718	6	Of note, the presence of different divergent haplotypes suggested the occurrence of de novo, recurrent N370S mutations.					No annotation					
2148	10777718	7	In contrast, a different conserved haplotype at these markers was identified on the 84GG chromosomes, which was unique to the AJ population.					No annotation					
2149	10777718	8	On the basis of the linkage disequilibrium (LD) delta values, the non-Jewish European N370S chromosomes had greater haplotype diversity and less LD at the markers flanking the conserved haplotype than did the AJ N370S chromosomes.					No annotation					
2150	10777718	9	This finding is consistent with the presence of the N370S mutation in the non-Jewish European population prior to the founding of the AJ population.					No annotation					
2151	107868	1	One hundred and twenty-eight of 145 patients with ankylosing spondylitis (AS) were found to be HLA B27 positive.	75	76	2	AS	textual - does not yield annotated code	C0038013	Ankylosing spondylitis			
2151	107868	1	One hundred and twenty-eight of 145 patients with ankylosing spondylitis (AS) were found to be HLA B27 positive.	51	72	22	ankylosing spondylitis	textual	C0038013	Ankylosing spondylitis			
2152	107868	2	Five patients had evidence of a sero-negative peripheral arthritis resembling peripheral psoriatic arthritis and 3 of these were B27 negative.	33	66	34	sero-negative peripheral arthritis	textual	C0409679	Seronegative arthritis			
2152	107868	2	Five patients had evidence of a sero-negative peripheral arthritis resembling peripheral psoriatic arthritis and 3 of these were B27 negative.	90	108	19	psoriatic arthritis	textual	C0003872	Arthritis, Psoriatic			
